"Water Quality
Station Code",Name or Location of Monitoring Station,State/UT,"Type of Water
Body","Frequency of
Monitoring",Latitude,Longitude,
2702,"SAVITRI RIVER AT SHEDAV DOV, MAHAD, RAIGAD",MAHARASHTRA,RIVER,MONTHLY,18.082172,73.422625,
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,RIVER,MONTHLY,18.076912,73.420032,
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,RIVER,MONTHLY,18.065276,73.397825,
2705,"SINA RIVER NEAR LABOTI TOLL NAKA, LABOTI, MOHAL, SOLAPUR",MAHARASHTRA,RIVER,MONTHLY,17.781359,75.723133,
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,RIVER,MONTHLY,19.6974,72.850991,
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, 
THANE",MAHARASHTRA,RIVER,MONTHLY,19.789967,72.8353,
2708,"SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, 
PALGHAR, THANE",MAHARASHTRA,RIVER,MONTHLY,19.697697,72.851039,
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, 
THANE",MAHARASHTRA,RIVER,MONTHLY,19.484789,73.082394,
2710,"TITUR RIVER D/S OF CHALISGAON, JALGAON",MAHARASHTRA,RIVER,MONTHLY,20.470053,75.025947,
2711,"URMODI RIVER, NAGTHANE, SATARA",MAHARASHTRA,RIVER,MONTHLY,17.570306,74.050736,
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, 
THANE",MAHARASHTRA,RIVER,MONTHLY,19.633525,73.129592,
2713,"VASHISTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN
WATER INTAKE JACKWELL, KHERDI,CHIPLUN, RATNAGIRI",MAHARASHTRA,RIVER,MONTHLY,17.52435,73.544556,
2714,"VASHISTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE 
BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,RIVER,MONTHLY,17.532364,73.516651,
2715,"VEL RIVER AT SHIKRAPUR, SHIRUR, PUNE",MAHARASHTRA,RIVER,MONTHLY,18.692778,74.13348,
2716,"VENNA RIVER AT MAHABALESHWAR, SATARA",MAHARASHTRA,RIVER,MONTHLY,17.933739,73.665091,
2717,"VENNA RIVER AT MAHULI, SATARA",MAHARASHTRA,RIVER,MONTHLY,17.692894,74.050883,
2718,"WAGHUR RIVER AT SAKEGAON BEFORE CONFLUENCE WITH TAPI
RIVER, JALGAON",MAHARASHTRA,RIVER,MONTHLY,21.041903,75.733072,
2719,"WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR, 
CHANDRAPUR",MAHARASHTRA,RIVER,MONTHLY,19.962632,79.277747,
2720,"WARDHA RIVER AT U/S OF ERAI RIVER HADASTI, CHANDRAPUR, 
CHANDRAPUR",MAHARASHTRA,RIVER,MONTHLY,19.962783,79.277286,
2721,"WARDHA RIVER AT U/S OF ACC GHUGGUS. , CHANDRAPUR, 
CHANDRAPUR",MAHARASHTRA,RIVER,MONTHLY,19.956027,79.099547,
2722,"WENA RIVER AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, 
HINGANGHAT, WARDHA",MAHARASHTRA,RIVER,MONTHLY,20.555303,78.816456,
2723,"WENA RIVER AT D/S OF MOHATA MILLS, NR RD BRG ON
HINGANGHAT-WADNER ROAD, HINGANGHAT, WARDHA",MAHARASHTRA,RIVER,MONTHLY,20.544289,78.811978,
2782,"RABODI NALLAH, RABODI, THANE",MAHARASHTRA,DRAIN,MONTHLY,19.201719,72.987267,
2783,"COLOUR CHEMICAL NALLAH, VILLAGE- MAJIWADA, THANE",MAHARASHTRA,DRAIN,MONTHLY,19.215514,72.983147,
2784,"SANDOZ NALLAH, SANDOZBAUG, THANE",MAHARASHTRA,DRAIN,MONTHLY,19.232833,72.987447,
2785,"BPT NAVAPUR (DISCHARGE FROM MIDC TARAPUR), NAVAPUR, 
PALGHAR, THANE",MAHARASHTRA,DRAIN,MONTHLY,21.161556,73.79334,
2786,"TARAPUR MIDC NALLA (NEAR SUMP 1), TARAPUR, PALGHAR, 
THANE",MAHARASHTRA,DRAIN,MONTHLY,19.793146,72.736315,
2787,"TARAPUR MIDC NALLA (NEAR SUMP 2), TARAPUR, PALGHAR, 
THANE",MAHARASHTRA,DRAIN,MONTHLY,19.786294,72.736923,
2788,"TARAPUR MIDC NALLA (NEAR SUMP 3), MIDC TARAPUR, PALGHAR, ",MAHARASHTRA,DRAIN,MONTHLY,19.793153,72.736311,
,THANE,,,,,,
2789,"NALLA AT D/S OF AKLAI MANDIR, AKLAI, MALSHIRAS, SOLAPUR",MAHARASHTRA,DRAIN,MONTHLY,17.89403,75.026582,
2790,"PIMPAL-PANERI NALLA NEAR FINOLEX INDUSTRIES, 
YAHGANIGAON, RATNAGIRI",MAHARASHTRA,DRAIN,MONTHLY,16.890396,73.335499,
2791,"ULHAS CREEK AT RETI BUNDER, D/S OF KALYAN-BHIWANDI
BRIDGE, KALYAN,KALYAN, THANE",MAHARASHTRA,CREEK,MONTHLY,19.244118,73.117187,
2792,"ULHAS CREEK AT MUMBRA RETI BUNDER, VILLAGE MUMBRA, 
THANE",MAHARASHTRA,CREEK,MONTHLY,19.202275,73.02209,
2793,"THANE CREEK AT KALWA ROAD BRIDGE, KALWA, THANE",MAHARASHTRA,CREEK,MONTHLY,19.197132,72.985993,
2794,"ULHAS CREEK AT KOLSHET RETI BUNDER, KOLSHET, THANE",MAHARASHTRA,CREEK,MONTHLY,19.236012,72.999586,
2795,"ULHAS CREEK AT GAIMUKH AT NAGLA BUNDER ON GHOD BUNDER
ROAD, NAGLA, THANE",MAHARASHTRA,CREEK,MONTHLY,19.28702,72.937644,
2796,"ULHAS CREEK AT VERSOVA BRIDGE, VERSOVA, VASAI, THANE",MAHARASHTRA,CREEK,MONTHLY,19.287397,72.904918,
2797,"BHAYANDER CREEK AT D/S OF RAILWAY BRIDGE, JASAL PARK
CHOUPATHY, NAVGHAR, BHAYANDER, THANE",MAHARASHTRA,CREEK,MONTHLY,19.318553,72.851316,
2798,"KHAREKURAN MURBE CREEK, KHAREKURAN, PALGHAR, THANE",MAHARASHTRA,CREEK,MONTHLY,19.74137,72.711521,
2799,"DANDI CREEK, DANDI, PALGHAR, THANE",MAHARASHTRA,CREEK,MONTHLY,19.800635,72.684874,
2800,"SARAWALI CREEK, SARAWALI, PALGHAR, THANE",MAHARASHTRA,CREEK,MONTHLY,19.775596,72.755901,
2801,"SAVTA CREEK, SAVTA, DAHANU, THANE",MAHARASHTRA,CREEK,MONTHLY,19.965659,72.779863,
2802,"DAHANU CREEK AT DAHANU FORT, DANUGAON, DAHANU, THANE",MAHARASHTRA,CREEK,MONTHLY,19.972691,72.717154,
2803,"PANVEL CREEK AT KOPRA BRIDGE, KOPRA, PANVEL, RAIGAD",MAHARASHTRA,CREEK,MONTHLY,19.034286,73.082422,
2804,"KARAMBAVANE CREEK AT CHIPLUN, KARAMBAVANE, RATNAGIRI",MAHARASHTRA,CREEK,MONTHLY,17.579149,73.426908,
2805,"ARNALA SEA, ARNALA, VASAI, THANE",MAHARASHTRA,MARINE,MONTHLY,19.452095,72.747609,
2806,"UTTAN SEA, UTTAN, BHAYANDER, THANE",MAHARASHTRA,MARINE,MONTHLY,19.28193,72.783267,
2807,"NAVAPURA SEA, NAVAPUR, PALGHAR, THANE",MAHARASHTRA,MARINE,MONTHLY,19.789433,72.68845,
2808,"SEA WATER AT NARIMAN POINT, COLABA, MUMBAI",MAHARASHTRA,MARINE,MONTHLY,18.922538,72.823514,
2809,"SEA WATER AT MALABAR HILL, WALKESHWAR, MUMBAI",MAHARASHTRA,MARINE,MONTHLY,18.950337,72.803241,
2810,"SEA WATER AT HAJI ALI, WORLI, MUMBAI",MAHARASHTRA,MARINE,MONTHLY,18.982292,72.808923,
2811,"SEA WATER AT SHIVAJI PARK, DADAR CHOUPATHY,DADAR, 
MUMBAI",MAHARASHTRA,MARINE,MONTHLY,19.026945,72.834925,
2812,"SEA WATER AT JUHU BEACH, JUHUGAON, SANTACRUZ, MUMBAI",MAHARASHTRA,MARINE,MONTHLY,19.089151,72.826028,
2813,"SEA WATER AT GANAPATIPULE, RATNAGIRI, RATNAGIRI",MAHARASHTRA,MARINE,MONTHLY,17.147195,73.26473,
2814,"SEA WATER AT BHAGWATI BUNDER NEAR ULTRA TECH CEMENT
JETTY, MIRKARWADA, RATNAGIRI, RATNAGIRI",MAHARASHTRA,MARINE,MONTHLY,16.997318,73.272523,
2815,"MADVI SEA WATER NEAR JODHALE MARUTI TEMPLE, ",MAHARASHTRA,MARINE,MONTHLY,16.989085,73.284499,
,"MADVIGAON, RATNAGIRI, RATNAGIRI",,,,,,
2816,"DUG WELL OF MR.SAMPAT WALUNJ NEAR M/S MAHAJEET
CLAYTON, SHINDE VILLAGE, NASHIK",MAHARASHTRA,GROUND WATER,HALF-YEARLY,19.918605,73.902369,
2817,"BORE WELL AT CHITALI NEAR WAGH VASTHI, RAHATA, 
AHMADNAGAR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,19.711469,74.483669,
2818,"BORE WELL AT M/S SPECTRON ETHERS SIDDESHWAR MAHADEV
MANDIR, RASEGAON, DINDORI, NASHIK",MAHARASHTRA,GROUND WATER,HALF-YEARLY,20.204292,73.826837,
2819,"DUG WELL OWNED BY SHRI DESHMUKH, MALEGAON, BARAMATI, 
PUNE",MAHARASHTRA,GROUND WATER,HALF-YEARLY,20.55724,74.507732,
2820,"DUG WELL OWNED BY SHRI SHIVAJI BABAN DAREKAR, 
SANASWADI, SHIRUR, PUNE",MAHARASHTRA,GROUND WATER,HALF-YEARLY,18.664742,74.108433,
2821,"BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY SHRI
DIGAMBAR JOSHI, DAHEGAON, NORTH SOLAPUR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.676228,75.845317,
2822,"BORE WELL NEAR CHINCHOLI, MOHOL, SOLAPUR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.802867,75.645472,
2823,"BORE WELL AT SHETE VASTI NEAR OLD TULJAPUR ROAD, TULJAPUR
NAKA, SOLAPUR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.692971,75.918666,
2824,"DUG WELL AT NAREGAON, AURANGABAD",MAHARASHTRA,GROUND WATER,HALF-YEARLY,19.89506,75.3892,
2825,"BORE WELL AT WAHEGAON NEAR ZILLA PARISHAD SCHOOL, 
WAHEGAON,PAITHAN, AURANGABAD",MAHARASHTRA,GROUND WATER,HALF-YEARLY,19.56625,75.395758,
2826,"DUG WELL NEAR RAILWAY STATION, COTTON MARKET, WARDHA",MAHARASHTRA,GROUND WATER,HALF-YEARLY,20.745303,78.602211,
2827,"BORE WELL NEAR RAILWAY CROSSING AT DONGRI BUZURG, 
TUMSAR, BANDARA",MAHARASHTRA,GROUND WATER,HALF-YEARLY,21.549822,79.694326,
2828,"DUG WELL NEAR JILLA PARISHAD PRIMARY SCHOOL, VISAPUR, 
BALLARPUR, CHANDRAPUR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,19.889817,79.331877,
2829,"BORE WELL AT MIDC SHIROLI NEAR M/S PRATIBHA ENTERPRISES, 
HATKANANGALE, KOLHAPUR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,16.7457,74.445934,
2830,"BORE WELL AT MIDC GOKUL-SHIRGAON, KARVIR, KOLHAPUR",MAHARASHTRA,GROUND WATER,HALF-YEARLY,16.64369,74.291123,
2831,"DUG WELL AT SAKHARALI NEAR MIDC ISLAMPUR NEAR KRISHNA
MILK INDUSTRY, WALWA, SANGALI",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.069029,74.273061,
2832,"DUG WELL NO-1 AT BRAHMANWADI ANJANWEL OWNED BY SHRI
VAIDYA, GUHAGAR, RATNAGIRI",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.486836,73.189008,
2833,"DUG WELL NO-1 AT GROUP GRAM PANCHAYAT AT ARKETWADI
NEAR MASJID, KHED, RATNAGIRI",MAHARASHTRA,GROUND WATER,HALF-YEARLY,16.990028,73.311972,
2834,"DUG WELL NO-2 AT ARKETWADI, KHED, RATNAGIRI",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.719553,73.396814,
2835,"DUG WELL NO-2 OWNED BY GROUP GRAM PANCHAYAT
BRAHMANWADI, ANJANWEL, GUHAGAR, RATNAGIRI",MAHARASHTRA,GROUND WATER,HALF-YEARLY,17.5537,73.167414,
30041,"WAINGANGA AT BAPERA, BHANDARA, (MAHARASHTRA)",MAHARASHTRA,RIVER,YEARLY (INTERSTATE),21.51064,79.894955,
30043,"TAPI AT AJNAD, (MAHARASHTRA)",MAHARASHTRA,RIVER,YEARLY (INTERSTATE),21.193101,74.998197,
30044,"TAPI AT PRAKASHA, (MAHARASHTRA)",MAHARASHTRA,RIVER,YEARLY (INTERSTATE),21.51157,74.341964,
30046,"BHIMA AT TAKLI, SOLAPUR, (MAHARASHTRA)",MAHARASHTRA,RIVER,YEARLY (INTERSTATE),17.64219,75.52204,
30047,"KRISHNA AT KURUNDWAD, KOLHAPUR, (MAHARASHTRA)",MAHARASHTRA,RIVER,YEARLY (INTERSTATE),16.695004,74.603487,
30049,"GODAVARI AT BELUR,DHARMADABAD, NANDED (MAHARSHTRA)",MAHARASHTRA,RIVER,YEARLY (INTERSTATE),18.819948,77.878473,
1424,IMPHAL AT MAHABALI,MANIPUR,RIVER,MONTHLY,24.796093,93.943112,
1425,LOKTAK LAKE AT THANA,MANIPUR,LAKE,MONTHLY,24.538325,93.834444,
1426,LOKTAK LAKE AT BISHNUPUR,MANIPUR,LAKE,MONTHLY,24.578337,93.765008,
1457,IMPHAL AT KOIRENGEI,MANIPUR,RIVER,MONTHLY,24.879447,93.928932,
1458,IRIL AT PORAMPET,MANIPUR,RIVER,MONTHLY,24.774294,93.976934,
1624,IRIL AT LILONG,MANIPUR,RIVER,MONTHLY,24.71985,93.933846,
1625,NAMBUL AT HUMP BRIDGE,MANIPUR,RIVER,MONTHLY,24.807155,93.933416,
1626,NAMBUL AT HEIRANGOITHONG,MANIPUR,RIVER,MONTHLY,24.815724,93.940577,
1627,IMPHAL AT KIYAMGI,MANIPUR,RIVER,MONTHLY,24.741681,93.944172,
1628,IMPHAL AT MINUTHONG,MANIPUR,RIVER,MONTHLY,24.814134,93.94873,
1629,LOKTAK LAKE AT SENDRA,MANIPUR,LAKE,MONTHLY,24.521447,93.763392,
1630,LOKTAK LAKE AT KARANG ISLAND,MANIPUR,LAKE,MONTHLY,24.547978,93.8318,
1920,KAKCHING,MANIPUR,GROUND WATER,HALF-YEARLY,24.496579,93.980863,
1921,HEIROK,MANIPUR,GROUND WATER,HALF-YEARLY,24.584647,94.077458,
1922,LAMKA,MANIPUR,GROUND WATER,HALF-YEARLY,24.342747,93.697825,
1923,MOREH,MANIPUR,GROUND WATER,HALF-YEARLY,24.251281,94.301303,
1924,PALLEL,MANIPUR,GROUND WATER,HALF-YEARLY,24.450587,94.024408,
1925,KHUGA RIVER (LOCATION PL),MANIPUR,RIVER,MONTHLY,24.425404,93.737223,
1926,"KHUJAIROK RIVER, MOREH",MANIPUR,RIVER,MONTHLY,24.251464,94.301759,
1927,"SEKMAI RIVER, KAKCHING",MANIPUR,RIVER,MONTHLY,24.496453,93.981808,
2836,MORAMBAMARINE CANAL,MANIPUR,CANAL,MONTHLY,24.245,93.54079,
2837,PUMLEN LAKE AT TOKPACHING,MANIPUR,LAKE,MONTHLY,24.426498,93.878128,
2838,"BARAK RIVER NEAR NONEY VILLAGE (N.H. 53), TAMENGLONG",MANIPUR,RIVER,MONTHLY,24.854706,93.616713,
2839,PUKHRI AT LANGMEIDONG,MANIPUR,POND,MONTHLY,24.470114,93.940042,
2840,LAMJAO PUKHURI AT ACHOUBA,MANIPUR,POND,MONTHLY,24.502596,93.93877,
2841,HIRANMEI PUKHURI AT THOUBAL,MANIPUR,POND,MONTHLY,24.645076,93.999604,
2842,LANGMEIDONG PUKHURI AT THOUBAL,MANIPUR,POND,MONTHLY,24.470236,93.939456,
2843,POND AT LALAMBUNG,MANIPUR,POND,MONTHLY,24.322243,93.857176,
2844,LILONG PUKHURI,MANIPUR,POND,MONTHLY,24.719842,93.932784,
2845,POND AT NGAIRANGBAM,MANIPUR,POND,MONTHLY,24.762142,93.939846,
2846,POND AT MOIDANGPOK,MANIPUR,POND,MONTHLY,24.771242,93.815925,
2847,POND AT MAIBAM LOKPACHING,MANIPUR,POND,MONTHLY,24.705722,93.828639,
2848,POND AT KAKWA BAZAR,MANIPUR,POND,MONTHLY,24.767742,93.931319,
2849,CHANAM PUKHURI,MANIPUR,POND,MONTHLY,24.774263,93.93373,
2850,NINGTHEM PUKHURI,MANIPUR,POND,MONTHLY,24.799001,93.954456,
2851,POND AT KONGBA BAZAR,MANIPUR,POND,MONTHLY,24.743789,93.953607,
2852,MANIPUR RIVER AT SEKMAIJAN,MANIPUR,RIVER,MONTHLY,24.556889,93.898828,
2853,THOUBAL RIVER ON MAPITHEL DAM,MANIPUR,RIVER,MONTHLY,24.645654,93.999035,
2854,THOUBAL RIVER AT PHADOM,MANIPUR,RIVER,MONTHLY,24.644687,93.993252,
2855,WANGJING RIVER AT HEIROK,MANIPUR,RIVER,MONTHLY,24.584865,94.077346,
2856,THOUBAL RIVER AT YAIRIPOK,MANIPUR,RIVER,MONTHLY,24.678907,94.061535,
2857,MANIPUR RIVER AT THOUBAL,MANIPUR,RIVER,MONTHLY,24.659547,93.981703,
2858,NAMBUL RIVER AT SAMUSANG (U.K. ROAD),MANIPUR,RIVER,MONTHLY,24.640022,93.869936,
2859,NAMBUL RIVER AT SINGDA DAM ,MANIPUR,RIVER,MONTHLY,24.815706,93.940708,
2860,NAMBUL RIVER AT NAOREMTHONG,MANIPUR,RIVER,MONTHLY,24.809358,93.913482,
2861,"KANGLA MOAT, IMPHAL WEST",MANIPUR,RIVER,MONTHLY,24.80766,93.942765,
2862,IMPHAL RIVER AT SAMUROU,MANIPUR,RIVER,MONTHLY,24.690271,93.903442,
2863,IRIL RIVER AT KANGLA SIPHAI,MANIPUR,RIVER,MONTHLY,24.843148,93.995023,
2864,IMPHAL RIVER AT SEKMAI,MANIPUR,RIVER,MONTHLY,24.946163,93.879169,
2865,JIRI RIVER AT JIRIMUKH JIRIBAM,MANIPUR,RIVER,MONTHLY,24.7902,93.120016,
2866,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,RIVER,MONTHLY,24.853792,93.194633,
2867,MAHA RIVER AT CHANDEL,MANIPUR,RIVER,MONTHLY,24.326233,94.000603,
2868,CHAKPI RIVER AT CHAKPIKARONG,MANIPUR,RIVER,MONTHLY,24.207919,93.900724,
2869,BARAK RIVER AT SENAPATI,MANIPUR,RIVER,MONTHLY,25.311503,94.053232,
2870,THOUBAL RIVER AT SHONG KONG,MANIPUR,RIVER,MONTHLY,24.659547,93.981703,
2871,THOUBAL RIVER AT YONGUL KONG,MANIPUR,RIVER,MONTHLY,24.659547,93.981703,
2872,THOUBAL RIVER AT LITAN,MANIPUR,RIVER,MONTHLY,24.941733,94.213119,
2873,IRIL RIVER AT LILONG,MANIPUR,RIVER,MONTHLY,24.718594,93.933299,
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,RIVER,MONTHLY,24.984842,93.587583,
2875,"BARAK RIVER AT N.H. 53, TAMENGLONG .",MANIPUR,RIVER,MONTHLY,25.017194,93.448975,
2876,"WANGJING RIVER AT WANGJING,",MANIPUR,RIVER,MONTHLY,24.591015,94.044672,
2877,KHUGA DAM ON KHUGA RIVER,MANIPUR,RIVER,MONTHLY,24.425415,93.737195,
2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,RIVER,MONTHLY,24.614802,93.790494,
2879,ETHAI BARRAGE ON MANIPUR RIVER,MANIPUR,RIVER,MONTHLY,24.42296,93.840024,
2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,RIVER,MONTHLY,24.42577,93.50198,
2881,HAND PUMP AT TAKHEL,MANIPUR,GROUND WATER,HALF-YEARLY,24.821055,94.047051,
2882,"HAND PUMP AT KANGPOKPI, SENAPATI",MANIPUR,GROUND WATER,HALF-YEARLY,25.153481,93.969576,
2883,HAND PUMP AT CHURACHANDPUR,MANIPUR,GROUND WATER,HALF-YEARLY,24.34251,93.695525,
2884,HAND PUMP AT KWAKTA,MANIPUR,GROUND WATER,HALF-YEARLY,24.447227,93.732026,
2885,HAND PUMP AT SAITON,MANIPUR,GROUND WATER,HALF-YEARLY,24.418537,93.753743,
1347,UMIAM LAKE AT BARAPANI,MEGHALAYA,LAKE,MONTHLY,25.659303,91.900586,
1348,WARD'S LAKE AT SHILLONG,MEGHALAYA,LAKE,MONTHLY,25.574989,91.886644,
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,RIVER,MONTHLY,26.051514,91.869639,
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT, JAINTIA HILLS",MEGHALAYA,RIVER,MONTHLY,25.367394,92.450206,
1459,"THADLASKEIN LAKE, JOWAI",MEGHALAYA,LAKE,MONTHLY,25.496383,92.172272,
1631,MYNTDU RIVER JOWAI,MEGHALAYA,RIVER,MONTHLY,25.439233,92.219175,
1632,GANOL RIVER TURA,MEGHALAYA,RIVER,MONTHLY,25.548467,90.171447,
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,RIVER,MONTHLY,25.473479,90.620548,
1634,"POLICE BAZAR, SHILLONG (POLICE BAZAAR SPRING)",MEGHALAYA,GROUND WATER,HALF-YEARLY,25.576779,91.887943,
1635,"MAWLAI, SHILLONG (MAWPDANG SPRING)",MEGHALAYA,GROUND WATER,HALF-YEARLY,25.631383,91.883972,
1636,"INDUSTRIAL ESTATE, BYRNIHAT (NARBONG WELL - SPRING)",MEGHALAYA,GROUND WATER,HALF-YEARLY,26.051514,91.869642,
1637,"SOHRA, CHERRAPUNJEE (WAH U DKHAR - SPRING)",MEGHALAYA,GROUND WATER,HALF-YEARLY,25.29985,91.700083,
1638,SHANGPUNG (UMSAHEP SPRING),MEGHALAYA,GROUND WATER,HALF-YEARLY,25.481292,92.349286,
3346,UMIAM LAKE AT OUTFALL OF UMIAM RIVER INTO LAKE,MEGHALAYA,LAKE,MONTHLY,25.630308,91.859747,
3347,UMIAM LAKE AT MIDDLE POINT,MEGHALAYA,LAKE,MONTHLY,25.65808,91.889234,
3348,UMIAM LAKE ATNEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,LAKE,MONTHLY,25.661984,91.879878,
3349,"TASEK LAKE AT SONGSAK (NAPHAK),",MEGHALAYA,LAKE,MONTHLY,25.632869,90.659158,
3350,"UMKHEN RIVER AT WAH KDAIT,",MEGHALAYA,RIVER,MONTHLY,25.606128,92.073859,
3351,"UMKHEN RIVER AT KSEHPONGDENG,",MEGHALAYA,RIVER,MONTHLY,25.566645,92.030121,
3352,UMKHEN RIVER AT DIENGPASOH,MEGHALAYA,RIVER,MONTHLY,25.593153,92.041119,
3353,UMIAM MAWPHLANG RIVER AT NONGKREM,MEGHALAYA,RIVER,MONTHLY,25.50912,91.88668,
3354,UMIAM MAWPHLANG RIVER AT UMTYNGNGAR,MEGHALAYA,RIVER,MONTHLY,25.465418,91.823755,
3355,UMIAM MAWPHLANG RIVER AT MAWPHLANG,MEGHALAYA,RIVER,MONTHLY,25.461853,91.778864,
3356,UMIAM MAWPHLANG RIVER AT SHELLA,MEGHALAYA,RIVER,MONTHLY,25.185816,91.638942,
3357,"UMNGOT RIVER AT SMIT,",MEGHALAYA,RIVER,MONTHLY,25.499514,91.902321,
3358,UMNGOT RIVER AT DAWKI,MEGHALAYA,RIVER,MONTHLY,25.201766,92.019339,
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,RIVER,MONTHLY,25.55801,91.909026,
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,RIVER,MONTHLY,25.58026,91.90816,
3361,"UMKHRAH RIVER AT MAWLAI, NEAR SLAUGHTER HOUSE",MEGHALAYA,RIVER,MONTHLY,25.624451,91.881237,
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,RIVER,MONTHLY,25.587194,91.990592,
3363,UMSHYRPI RIVER AT RISA COLONY,MEGHALAYA,RIVER,MONTHLY,25.561417,91.893367,
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI,",MEGHALAYA,RIVER,MONTHLY,25.56574,91.889085,
3365,UMSHYRPI RIVER AT UMSHYRPI BRIDGE,MEGHALAYA,RIVER,MONTHLY,25.566957,91.87779,
3366,"UMTREW RIVER AT UMRAN,",MEGHALAYA,RIVER,MONTHLY,25.769889,91.875111,
3367,NONBAH RIVER AT NANGSTOIN MARKE,MEGHALAYA,RIVER,MONTHLY,25.524342,91.272386,
3368,NONBAH RIVER AT PHOTSOHSAT,MEGHALAYA,RIVER,MONTHLY,25.52527,91.28034,
3369,KYNSHI RIVER AT SOHIONG,MEGHALAYA,RIVER,MONTHLY,25.499935,91.708243,
3370,KYNSHI RIVER AT NANGKHNUM,MEGHALAYA,RIVER,MONTHLY,25.474742,91.263805,
3371,KYNSHI RIVER AT RANIKOR,MEGHALAYA,RIVER,MONTHLY,25.223748,91.240649,
3372,"RILANG RIVER AT MAWKYRWAT,",MEGHALAYA,RIVER,MONTHLY,25.38231,91.40126,
3373,"WAH BLEI AT RIANGDO,",MEGHALAYA,RIVER,MONTHLY,25.673831,91.061082,
3374,"WAH BLEI AT SHDADDKHAR,",MEGHALAYA,RIVER,MONTHLY,25.66259,91.08636,
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,RIVER,MONTHLY,25.293878,92.391253,
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,RIVER,MONTHLY,25.108633,92.361445,
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,RIVER,MONTHLY,25.565302,92.209276,
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,RIVER,MONTHLY,25.525132,92.297969,
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,RIVER,MONTHLY,25.268735,92.19829,
3380,DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA,MEGHALAYA,RIVER,MONTHLY,25.904203,90.606251,
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA,",MEGHALAYA,RIVER,MONTHLY,25.65076,90.80859,
3382,MANDA RIVER (DUDHAI RIVER) AT WAGAISI,MEGHALAYA,RIVER,MONTHLY,25.8358,90.78135,
3383,BUGI RIVER AT MIBANPARA,MEGHALAYA,RIVER,MONTHLY,25.336148,90.339247,
3384,BUGI RIVER AT DALU,MEGHALAYA,RIVER,MONTHLY,25.208465,90.23069,
3385,MAWTHADRISHAN WELL AT MARKASA,MEGHALAYA,GROUND WATER,HALF-YEARLY,25.529348,91.430663,
3386,JAKREM HOT SPRING AT JAKREM,MEGHALAYA,GROUND WATER,HALF-YEARLY,25.407691,91.540701,
4110,NONGAL RIVER AT NANGALBIBRA,MEGHALAYA,RIVER,MONTHLY,25.45203,90.7055,
4111,NANGALBIBRA BRIDGE,MEGHALAYA,RIVER,MONTHLY,25.489101,90.774034,
4112,GAROBADHA,MEGHALAYA,RIVER,MONTHLY,25.585793,90.022676,
